name,type,address,phone,rating,hospital_id
LAWRENCE HOSPITAL CENTER,Acute Care Hospitals,55 PALMER AVENUE,9147871000,3,HOSP_2848
NIAGARA FALLS MEMORIAL MEDICAL CENTER,Acute Care Hospitals,621 TENTH STREET,7162784000,2,HOSP_2849
UNITED MEMORIAL MEDICAL CENTER,Acute Care Hospitals,127 NORTH STREET,5853436030,3,HOSP_2850
F F THOMPSON HOSPITAL,Acute Care Hospitals,350 PARRISH STREET,5853966000,3,HOSP_2851
SISTERS OF CHARITY HOSPITAL,Acute Care Hospitals,2157 MAIN STREET,7168621000,3,HOSP_2852
ADIRONDACK MEDICAL CENTER,Acute Care Hospitals,2233 STATE ROUTE 86,5188914141,4,HOSP_2853
LINCOLN MEDICAL & MENTAL HEALTH CENTER,Acute Care Hospitals,234 EAST 149TH STREET,7185795000,1,HOSP_2854
ALICE HYDE MEDICAL CENTER,Acute Care Hospitals,133 PARK STREET,5184833000,3,HOSP_2855
AURELIA OSBORN FOX MEMORIAL HOSPITAL,Acute Care Hospitals,ONE NORTON AVENUE,6074322000,2,HOSP_2856
MONTEFIORE MOUNT VERNON HOSPITAL,Acute Care Hospitals,12 NORTH 7TH AVENUE,9146648000,2,HOSP_2857
EASTERN LONG ISLAND HOSPITAL,Acute Care Hospitals,201 MANOR PLACE,6314771000,3,HOSP_2858
ARNOT OGDEN MEDICAL CENTER,Acute Care Hospitals,600 ROE AVENUE,6077374100,2,HOSP_2859
COLUMBIA MEMORIAL HOSPITAL,Acute Care Hospitals,71 PROSPECT AVENUE,5188287601,1,HOSP_2860
JONES MEMORIAL HOSPITAL,Acute Care Hospitals,191 NORTH MAIN STREET,5855931100,2,HOSP_2861
N Y EYE AND EAR INFIRMARY,Acute Care Hospitals,230 SECOND AVE,2129794000,Not Available,HOSP_2862
NEW YORK-PRESBYTERIAN HOSPITAL,Acute Care Hospitals,525 EAST 68TH STREET,2127465454,4,HOSP_2863
KENMORE MERCY HOSPITAL,Acute Care Hospitals,2950 ELMWOOD AVENUE,7164476100,3,HOSP_2864
OLEAN GENERAL HOSPITAL,Acute Care Hospitals,515 MAIN STREET,7163732600,2,HOSP_2865
NYACK HOSPITAL,Acute Care Hospitals,160 NORTH MIDLAND AVENUE,8453482000,2,HOSP_2866
NORTH SHORE UNIVERSITY HOSPITAL,Acute Care Hospitals,300 COMMUNITY DRIVE,5165620100,2,HOSP_2867
PECONIC BAY MEDICAL CENTER,Acute Care Hospitals,1300 ROANOKE AVENUE,6315486000,1,HOSP_2868
"ST JOSEPH'S HOSPITAL, INC",Acute Care Hospitals,555 ST JOSEPH'S BLVD,6077336541,2,HOSP_2869
BERTRAND CHAFFEE HOSPITAL,Acute Care Hospitals,224 EAST MAIN STREET,7165922871,2,HOSP_2870
ONEIDA HEALTHCARE,Acute Care Hospitals,321 GENESEE STREET,3153636000,3,HOSP_2871
LENOX HILL HOSPITAL,Acute Care Hospitals,100 EAST 77TH STREET,2124392345,3,HOSP_2872
ROCHESTER GENERAL HOSPITAL,Acute Care Hospitals,1425 PORTLAND AVENUE,5859224000,3,HOSP_2873
ORANGE REGIONAL MEDICAL CENTER,Acute Care Hospitals,707 EAST MAIN STREET,8453432424,3,HOSP_2874
JACOBI MEDICAL CENTER,Acute Care Hospitals,1400 PELHAM PARKWAY SOUTH,7189185000,1,HOSP_2875
ELMHURST HOSPITAL CENTER,Acute Care Hospitals,79-01 BROADWAY,7183341141,1,HOSP_2876
TLC HEALTH NETWORK,Acute Care Hospitals,845 ROUTES 5 AND 20,7165323377,4,HOSP_2877
BON SECOURS COMMUNITY HOSPITAL,Acute Care Hospitals,160 EAST MAIN STREET,8458565351,3,HOSP_2878
MARY IMOGENE BASSETT HOSPITAL,Acute Care Hospitals,ONE ATWELL ROAD,6075473456,2,HOSP_2879
ST JOSEPH'S HOSPITAL HEALTH CENTER,Acute Care Hospitals,301 PROSPECT AVENUE,3154485111,3,HOSP_2880
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,Acute Care Hospitals,101 HOSPITAL ROAD,6316547100,2,HOSP_2881
"IRA DAVENPORT MEMORIAL HOSPITAL, INC",Acute Care Hospitals,7571 STATE ROUTE 54,6077768500,3,HOSP_2882
ST JAMES MERCY HOSPITAL,Acute Care Hospitals,411 CANISTEO STREET,6073248000,3,HOSP_2883
ELLIS HOSPITAL,Acute Care Hospitals,1101 NOTT STREET,5182434000,2,HOSP_2884
SAMARITAN MEDICAL CENTER,Acute Care Hospitals,830 WASHINGTON STREET,3157854121,2,HOSP_2885
GOOD SAMARITAN HOSPITAL OF SUFFERN,Acute Care Hospitals,255 LAFAYETTE AVENUE,9143685000,2,HOSP_2886
STATEN ISLAND UNIVERSITY HOSPITAL,Acute Care Hospitals,475 SEAVIEW AVENUE,7182269000,1,HOSP_2887
NORTHERN WESTCHESTER HOSPITAL,Acute Care Hospitals,400 EAST MAIN STREET,9146661200,4,HOSP_2888
EASTERN NIAGARA HOSPITAL,Acute Care Hospitals,521 EAST AVENUE,7165145700,2,HOSP_2889
HIGHLAND HOSPITAL,Acute Care Hospitals,1000 SOUTH AVENUE,5854732200,4,HOSP_2890
"WESTFIELD MEMORIAL HOSPITAL, INC",Acute Care Hospitals,189 EAST MAIN STREET,7163264921,Not Available,HOSP_2891
NYU WINTHROP HOSPITAL,Acute Care Hospitals,259 FIRST STREET,5166630333,2,HOSP_2892
MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS,Acute Care Hospitals,FIRST AVENUE AT 16TH STREET,2124202000,2,HOSP_2893
"CORTLAND REGIONAL MEDICAL CENTER, INC",Acute Care Hospitals,134 HOMER AVENUE,6077563500,3,HOSP_2894
SAMARITAN HOSPITAL,Acute Care Hospitals,2215 BURDETT AVENUE,5182713300,2,HOSP_2895
GLEN COVE HOSPITAL,Acute Care Hospitals,101 ST ANDREWS LANE,5166747300,2,HOSP_2896
"ST FRANCIS HOSPITAL, ROSLYN",Acute Care Hospitals,100 PORT WASHINGTON BOULEVARD,5165626000,4,HOSP_2897
MONTEFIORE NEW ROCHELLE HOSPITAL,Acute Care Hospitals,16 GUION PLACE,9146325000,2,HOSP_2898
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,Acute Care Hospitals,75 NORTH COUNTRY ROAD,6314731320,4,HOSP_2899
MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,Acute Care Hospitals,5300 MILITARY ROAD,7162974800,3,HOSP_2900
GLENS FALLS HOSPITAL,Acute Care Hospitals,100 PARK STREET,5189261000,4,HOSP_2901
FLUSHING HOSPITAL MEDICAL CENTER,Acute Care Hospitals,45TH AVENUE AND PARSONS BOULEVARD,7186705000,1,HOSP_2902
MAIMONIDES MEDICAL CENTER,Acute Care Hospitals,4802 TENTH AVENUE,7182836000,2,HOSP_2903
LONG ISLAND JEWISH MEDICAL CENTER,Acute Care Hospitals,270 - 05 76TH AVENUE,7184707000,2,HOSP_2904
CONEY ISLAND HOSPITAL,Acute Care Hospitals,2601 OCEAN PARKWAY,7186163000,1,HOSP_2905
CANTON-POTSDAM HOSPITAL,Acute Care Hospitals,50 LEROY STREET,3152653300,3,HOSP_2906
SOUTH NASSAU COMMUNITIES HOSPITAL,Acute Care Hospitals,ONE HEALTHY WAY,5166323000,2,HOSP_2907
METROPOLITAN HOSPITAL CENTER,Acute Care Hospitals,1901 FIRST AVENUE,2124236262,2,HOSP_2908
KINGSBROOK JEWISH MEDICAL CENTER,Acute Care Hospitals,585 SCHENECTADY AVENUE,7186045789,2,HOSP_2909
KINGS COUNTY HOSPITAL CENTER,Acute Care Hospitals,451 CLARKSON AVENUE,7182453901,1,HOSP_2910
CROUSE HOSPITAL,Acute Care Hospitals,736 IRVING AVENUE,3154707449,2,HOSP_2911
BELLEVUE HOSPITAL CENTER,Acute Care Hospitals,462 FIRST AVENUE,2125614132,1,HOSP_2912
ST ANTHONY COMMUNITY HOSPITAL,Acute Care Hospitals,15 - 19  MAPLE AVENUE,8459862276,3,HOSP_2913
ST JOHN'S RIVERSIDE HOSPITAL,Acute Care Hospitals,976 NORTH BROADWAY,9149644444,3,HOSP_2914
CLAXTON-HEPBURN MEDICAL CENTER,Acute Care Hospitals,214 KING STREET,3153933600,3,HOSP_2915
NYU HOSPITALS CENTER,Acute Care Hospitals,550 FIRST AVENUE,2122637300,4,HOSP_2916
"ROME MEMORIAL HOSPITAL, INC",Acute Care Hospitals,1500 NORTH JAMES STREET,3153387000,2,HOSP_2917
OSWEGO HOSPITAL,Acute Care Hospitals,110 WEST SIXTH STREET,3153495511,3,HOSP_2918
ERIE COUNTY MEDICAL CENTER,Acute Care Hospitals,462 GRIDER STREET,7168983936,2,HOSP_2919
WYCKOFF HEIGHTS MEDICAL CENTER,Acute Care Hospitals,374 STOCKHOLM STREET,7189637272,1,HOSP_2920
SARATOGA HOSPITAL,Acute Care Hospitals,211 CHURCH STREET,5185873222,3,HOSP_2921
MASSENA MEMORIAL HOSPITAL,Acute Care Hospitals,1 HOSPITAL DRIVE,3157641711,2,HOSP_2922
HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,Acute Care Hospitals,105 MARY'S AVENUE,8453382500,4,HOSP_2923
UNITY HOSPITAL OF ROCHESTER,Acute Care Hospitals,1555 LONG POND ROAD,5857237000,4,HOSP_2924
BROOKS MEMORIAL HOSPITAL,Acute Care Hospitals,529 CENTRAL AVENUE,7163661111,2,HOSP_2925
QUEENS HOSPITAL CENTER,Acute Care Hospitals,82-68 164TH STREET,7188833000,1,HOSP_2926
ST MARY'S HOSPITAL ( TROY ),Acute Care Hospitals,1300 MASSACHUSETTS AVENUE,5182685000,3,HOSP_2927
BROOKDALE HOSPITAL MEDICAL CENTER,Acute Care Hospitals,1 BROOKDALE PLAZA,7182405966,1,HOSP_2928
WESTCHESTER MEDICAL CENTER,Acute Care Hospitals,100 WOODS RD,9142857017,1,HOSP_2929
AUBURN MEMORIAL HOSPITAL,Acute Care Hospitals,17 LANSING STREET,3152557011,2,HOSP_2930
NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,Acute Care Hospitals,506 SIXTH STREET,7187803000,1,HOSP_2931
NICHOLAS H NOYES MEMORIAL HOSPITAL,Acute Care Hospitals,111  CLARA BARTON STREET,5853356001,3,HOSP_2932
WOMAN'S CHRISTIAN ASSOCIATION,Acute Care Hospitals,207 FOOTE AVENUE,7164870141,2,HOSP_2933
HARLEM HOSPITAL CENTER,Acute Care Hospitals,506 LENOX AVENUE,2124918400,1,HOSP_2934
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,Acute Care Hospitals,750 EAST ADAMS STREET,3154734240,1,HOSP_2935
ST ELIZABETH MEDICAL CENTER,Acute Care Hospitals,2209 GENESEE STREET,3157988100,2,HOSP_2936
ST CHARLES HOSPITAL,Acute Care Hospitals,200 BELLE TERRE ROAD,6314746000,3,HOSP_2937
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,Acute Care Hospitals,75 BEEKMAN STREET,5185627767,3,HOSP_2938
MERCY MEDICAL CENTER,Acute Care Hospitals,1000 NORTH VILLAGE AVENUE,5167052525,1,HOSP_2939
PHELPS MEMORIAL HOSPITAL ASSN,Acute Care Hospitals,701 NORTH BROADWAY,9143663000,3,HOSP_2940
ST LUKE'S CORNWALL HOSPITAL,Acute Care Hospitals,70 DUBOIS STREET,8455614400,2,HOSP_2941
CLIFTON SPRINGS HOSPITAL AND CLINIC,Acute Care Hospitals,2 COULTER ROAD,3154629561,3,HOSP_2942
NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,Acute Care Hospitals,1980 CROMPOND ROAD,9147343611,2,HOSP_2943
COBLESKILL REGIONAL HOSPITAL,Acute Care Hospitals,178 GRANDVIEW DRIVE,5182543300,4,HOSP_2944
HOSPITAL FOR SPECIAL SURGERY,Acute Care Hospitals,535 EAST 70TH STREET,2126061000,5,HOSP_2945
PUTNAM HOSPITAL CENTER,Acute Care Hospitals,670 STONELEIGH AVENUE,9142795711,3,HOSP_2946
NATHAN LITTAUER HOSPITAL,Acute Care Hospitals,99 EAST STATE STREET,5187258621,3,HOSP_2947
CORNING HOSPITAL,Acute Care Hospitals,1 GUTHRIE DRIVE,6079377200,4,HOSP_2948
MERCY HOSPITAL OF BUFFALO,Acute Care Hospitals,565 ABBOTT ROAD,7168267000,2,HOSP_2949
STRONG MEMORIAL HOSPITAL,Acute Care Hospitals,601 ELMWOOD AVE,5852752121,3,HOSP_2950
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,Acute Care Hospitals,1000 MONTAUK HIGHWAY,6313763000,1,HOSP_2951
WHITE PLAINS HOSPITAL CENTER,Acute Care Hospitals,41 EAST POST R0AD,9146810600,3,HOSP_2952
CAYUGA MEDICAL CENTER AT ITHACA,Acute Care Hospitals,101 DATES DRIVE,6072744401,3,HOSP_2953
PLAINVIEW HOSPITAL,Acute Care Hospitals,888 OLD COUNTRY ROAD,5167193000,2,HOSP_2954
ST JOSEPH HOSPITAL,Acute Care Hospitals,4295 HEMPSTEAD TURNPIKE,5165796000,2,HOSP_2955
SOUTHAMPTON HOSPITAL,Acute Care Hospitals,240 MEETING HOUSE LANE,6317268300,2,HOSP_2956
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),Acute Care Hospitals,445 LENOX ROAD,7182701000,1,HOSP_2957
NORTH CENTRAL BRONX HOSPITAL,Acute Care Hospitals,3424 KOSSUTH AVENUE & 210TH STREET,2125195000,2,HOSP_2958
CATSKILL REGIONAL MEDICAL CENTER,Acute Care Hospitals,68 HARRIS BUSHVILLE ROAD,8457943300,2,HOSP_2959
ROCKEFELLER UNIVERSITY HOSPITAL,Acute Care Hospitals,1230 YORK AVENUE,2125708000,Not Available,HOSP_2960
UNIVERSITY HOSPITAL ( STONY BROOK ),Acute Care Hospitals,HEALTH SCIENCES CENTER SUNY,6314444000,2,HOSP_2961
"UNITED HEALTH SERVICES HOSPITALS, INC",Acute Care Hospitals,10-42 MITCHELL AVENUE,6077636000,2,HOSP_2962
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,Acute Care Hospitals,327 BEACH 19TH STREET,7188697000,1,HOSP_2963
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,Acute Care Hospitals,760 BROADWAY,7189638100,2,HOSP_2964
INTERFAITH MEDICAL CENTER,Acute Care Hospitals,1545 ATLANTIC AVENUE,7186134000,1,HOSP_2965
ST BARNABAS HOSPITAL,Acute Care Hospitals,4422 THIRD AVENUE,2129609000,2,HOSP_2966
ST CATHERINE OF SIENA HOSPITAL,Acute Care Hospitals,50 ROUTE 25A,6318623000,2,HOSP_2967
MONROE COMMUNITY HOSPITAL,Acute Care Hospitals,435 EAST HENRIETTA ROAD,5857606500,Not Available,HOSP_2968
HELEN HAYES HOSPITAL,Acute Care Hospitals,51 NORTH ROUTE 9W,8457864000,Not Available,HOSP_2969
SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,Acute Care Hospitals,1270 BELMONT AVENUE,5183863580,Not Available,HOSP_2970
TRI-TOWN REGIONAL HEALTHCARE,Acute Care Hospitals,43 WEST PEARL STREET,6075637080,Not Available,HOSP_2971
BURDETT CARE CENTER,Acute Care Hospitals,2215 BURDETT AVE,5182713655,Not Available,HOSP_2972
"CUBA MEMORIAL HOSPITAL, INC",Critical Access Hospitals,140 WEST MAIN STREET,5859612000,Not Available,HOSP_2973
ELIZABETHTOWN COMMUNITY HOSPITAL,Critical Access Hospitals,75 PARK STREET,5188736377,3,HOSP_2974
CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE,Critical Access Hospitals,8081 ROUTE 97,8458875530,Not Available,HOSP_2975
MARGARETVILLE MEMORIAL HOSPITAL,Critical Access Hospitals,42084 STATE HIGHWAY 28,8455862631,Not Available,HOSP_2976
O'CONNOR HOSPITAL,Critical Access Hospitals,460 ANDES ROAD,6077460300,Not Available,HOSP_2977
MOSES-LUDINGTON HOSPITAL,Critical Access Hospitals,1019 WICKER STREET,5185853700,Not Available,HOSP_2978
CLIFTON FINE HOSPITAL,Critical Access Hospitals,1014 OSWEGATCHIE TRAIL,3158483351,Not Available,HOSP_2979
"RIVER HOSPITAL, INC",Critical Access Hospitals,4 FULLER STREET,3154822511,Not Available,HOSP_2980
ELLENVILLE REGIONAL HOSPITAL,Critical Access Hospitals,10 HEALTHY WAY,8456476400,3,HOSP_2981
LITTLE FALLS HOSPITAL,Critical Access Hospitals,140 BURWELL STREET,3158235261,4,HOSP_2982
"DELAWARE VALLEY HOSPITAL, INC",Critical Access Hospitals,1 TITUS PLACE,6078652188,3,HOSP_2983
"SCHUYLER HOSPITAL, INC",Critical Access Hospitals,220 STEUBEN STREET,6075307121,3,HOSP_2984
SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,Critical Access Hospitals,418 NORTH MAIN STREET,3157874175,3,HOSP_2985
GOUVERNEUR HOSPITAL,Critical Access Hospitals,77 WEST BARNEY STREET,3152871000,Not Available,HOSP_2986
"COMMUNITY MEMORIAL HOSPITAL, INC",Critical Access Hospitals,150 BROAD STREET,3158241100,4,HOSP_2987
LEWIS COUNTY GENERAL HOSPITAL,Critical Access Hospitals,7785 NORTH STATE STREET,3153765200,3,HOSP_2988
"CARTHAGE AREA HOSPITAL, INC",Critical Access Hospitals,1001 WEST STREET,3154931000,Not Available,HOSP_2989
MEDINA MEMORIAL HOSPITAL,Critical Access Hospitals,200 OHIO STREET,5857988111,2,HOSP_2990
BLYTHEDALE CHILDREN'S HOSPITAL,Childrens,95 BRADHURST AVENUE,9145927555,Not Available,HOSP_2991
CAROLINAS HEALTHCARE SYSTEM NORTHEAST,Acute Care Hospitals,920 CHURCH ST N,7047833000,3,HOSP_2992
MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,Acute Care Hospitals,509 BILTMORE AVE,8282131111,4,HOSP_2993
NORTHERN HOSPITAL OF SURRY COUNTY,Acute Care Hospitals,830 ROCKFORD ST,3367197000,3,HOSP_2994
HIGH POINT REGIONAL HOSPITAL,Acute Care Hospitals,601 N ELM ST,3368786000,3,HOSP_2995
SCOTLAND MEMORIAL HOSPITAL,Acute Care Hospitals,500 LAUCHWOOD DR,9102917000,4,HOSP_2996
WAYNE MEMORIAL HOSPITAL,Acute Care Hospitals,2700 WAYNE MEMORIAL DR,9197361110,3,HOSP_2997
RUTHERFORD REGIONAL MEDICAL CENTER,Acute Care Hospitals,288 SOUTH RIDGECREST AVE,8282865000,3,HOSP_2998
NOVANT HEALTH FORSYTH MEDICAL CENTER,Acute Care Hospitals,3333 SILAS CREEK PARKWAY,3367185000,3,HOSP_2999
NOVANT HEALTH ROWAN MEDICAL CENTER,Acute Care Hospitals,612 MOCKSVILLE AVE,7042105000,3,HOSP_3000
HARRIS REGIONAL HOSPITAL,Acute Care Hospitals,68 HOSPITAL RD,8285867000,2,HOSP_3001
MARGARET R PARDEE MEMORIAL HOSPITAL,Acute Care Hospitals,800 N JUSTICE ST,8286961000,4,HOSP_3002
CENTRAL CAROLINA HOSPITAL,Acute Care Hospitals,1135 CARTHAGE ST,9197742100,2,HOSP_3003
CAROLINAS HEALTHCARE SYSTEM CLEVELAND,Acute Care Hospitals,201 E GROVER ST,7044873000,4,HOSP_3004
PARK RIDGE HEALTH,Acute Care Hospitals,100 HOSPITAL DRIVE,8286848501,3,HOSP_3005
SAMPSON REGIONAL MEDICAL CENTER,Acute Care Hospitals,607 BEAMAN ST,9105928511,3,HOSP_3006
LENOIR MEMORIAL HOSPITAL,Acute Care Hospitals,100 AIRPORT RD,2525227000,2,HOSP_3007
CAPE FEAR VALLEY MEDICAL CENTER,Acute Care Hospitals,1638 OWEN DRIVE P O BOX 2000,9106094000,3,HOSP_3008
DUKE UNIVERSITY HOSPITAL,Acute Care Hospitals,PO BOX 3814 DUMC  ERWIN RD,9196848111,4,HOSP_3009
CAROMONT REGIONAL MEDICAL CENTER,Acute Care Hospitals,2525 COURT DR,7048344891,4,HOSP_3010
CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,Acute Care Hospitals,706 W KING ST,7047393601,4,HOSP_3011
IREDELL MEMORIAL HOSPITAL INC,Acute Care Hospitals,557 BROOKDALE DR  P O BOX 1828,7048735661,3,HOSP_3012
VIDANT MEDICAL CENTER,Acute Care Hospitals,2100 STANTONSBURG RD,2528474100,2,HOSP_3013
CALDWELL MEMORIAL HOSPITAL,Acute Care Hospitals,321 MULBERRY ST SW,8287575100,2,HOSP_3014
ONSLOW MEMORIAL HOSPITAL,Acute Care Hospitals,317 WESTERN BOULEVARD,9105772345,3,HOSP_3015
NORTH CAROLINA BAPTIST HOSPITAL,Acute Care Hospitals,MEDICAL CENTER BOULEVARD,3367162011,3,HOSP_3016
NORTH CAROLINA SPECIALTY HOSPITAL,Acute Care Hospitals,3916 BEN FRANKLIN BOULEVARD,9199569300,Not Available,HOSP_3017
SOUTHEASTERN REGIONAL MEDICAL CENTER,Acute Care Hospitals,300 W 27 ST  PO BOX 1408,9106715000,2,HOSP_3018
WATAUGA MEDICAL CENTER,Acute Care Hospitals,336 DEERFIELD ROAD,8282624100,3,HOSP_3019
NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,Acute Care Hospitals,200 HAWTHORNE LANE BOX 33549,7043844000,3,HOSP_3020
MOREHEAD MEMORIAL HOSPITAL,Acute Care Hospitals,117 E KINGS HIGHWAY,3366239711,3,HOSP_3021
UNIVERSITY OF NORTH CAROLINA HOSPITAL,Acute Care Hospitals,101 MANNING DRIVE,9199664141,2,HOSP_3022
WILKES REGIONAL MEDICAL CENTER,Acute Care Hospitals,1370 WEST D ST,3366518100,2,HOSP_3023
COLUMBUS REGIONAL HEALTHCARE SYSTEM,Acute Care Hospitals,500 JEFFERSON ST,9106428011,2,HOSP_3024
"WAKEMED, RALEIGH CAMPUS",Acute Care Hospitals,3000 NEW BERN AVE,9193508000,3,HOSP_3025
ALAMANCE REGIONAL MEDICAL CENTER,Acute Care Hospitals,1240 HUFFMAN MILL RD,3365387000,3,HOSP_3026
BETSY JOHNSON REGIONAL  HOSPITAL,Acute Care Hospitals,800 TILGHMAN DR,9108927161,3,HOSP_3027
DUKE HEALTH RALEIGH HOSPITAL,Acute Care Hospitals,3400 WAKE FOREST RD,9199543000,4,HOSP_3028
CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,Acute Care Hospitals,2201 S STERLING ST,8285805000,3,HOSP_3029
CAROLINAS HEALTH CARE SYSTEM ANSON,Acute Care Hospitals,2301 US HIGHWAY 74 WEST,7046945131,3,HOSP_3030
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,Acute Care Hospitals,207 OLD LEXINGTON RD BOX 789,3364722000,2,HOSP_3031
THE MCDOWELL HOSPITAL,Acute Care Hospitals,430 RANKIN DRIVE P O BOX 730,8286595000,3,HOSP_3032
JOHNSTON HEALTH,Acute Care Hospitals,509 BRIGHT LEAF BLVD,9199348171,3,HOSP_3033
"MOSES H CONE MEMORIAL HOSPITAL, THE",Acute Care Hospitals,1200 N ELM ST,3368327000,4,HOSP_3034
LEXINGTON MEMORIAL HOSPITAL INC,Acute Care Hospitals,250 HOSPITAL DRIVE PO BOX 1817,3362485161,3,HOSP_3035
HUGH CHATHAM MEMORIAL HOSPITAL,Acute Care Hospitals,180 PARKWOOD DR,3365277000,4,HOSP_3036
CAROLINAS HEALTHCARE SYSTEM PINEVILLE,Acute Care Hospitals,10628 PARK RD,7043795000,4,HOSP_3037
VIDANT ROANOKE CHOWAN HOSPITAL,Acute Care Hospitals,500 S ACADEMY ST,2522093000,3,HOSP_3038
SANDHILLS REGIONAL MEDICAL CENTER,Acute Care Hospitals,1000 WEST HAMLET AVENUE,9109582361,4,HOSP_3039
VIDANT EDGECOMBE HOSPITAL,Acute Care Hospitals,111 HOSPITAL DR,2526417700,3,HOSP_3040
SENTARA ALBEMARLE MEDICAL CENTER,Acute Care Hospitals,1144 N ROAD ST,2523350531,3,HOSP_3041
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,Acute Care Hospitals,1000 BLYTHE BLVD,7043552000,3,HOSP_3042
REX HOSPITAL,Acute Care Hospitals,4420 LAKE BOONE TRAIL,9197843100,3,HOSP_3043
FIRSTHEALTH MOORE REGIONAL HOSPITAL,Acute Care Hospitals,155 MEMORIAL DRIVE,9107151000,4,HOSP_3044
FRYE REGIONAL MEDICAL CENTER,Acute Care Hospitals,420 N CENTER ST,8283226070,3,HOSP_3045
CAROLINAS HEALTHCARE SYSTEM STANLY,Acute Care Hospitals,301 YADKIN ST,7049844000,3,HOSP_3046
VIDANT DUPLIN  HOSPITAL,Acute Care Hospitals,401 N MAIN ST,9102960941,2,HOSP_3047
RANDOLPH HOSPITAL,Acute Care Hospitals,364 WHITE OAK STREET,3366255151,4,HOSP_3048
WILSON MEDICAL CENTER,Acute Care Hospitals,1705 S TARBORO ST,2523998040,4,HOSP_3049
GRANVILLE HEALTH SYSTEMS,Acute Care Hospitals,COLLEGE ST BOX 947,9196903000,3,HOSP_3050
LAKE NORMAN REGIONAL MEDICAL CENTER,Acute Care Hospitals,171 FAIRVIEW ROAD,7046604000,2,HOSP_3051
CAROLINAS HEALTHCARE SYSTEM UNION,Acute Care Hospitals,600 HOSPITAL DR,7042833100,2,HOSP_3052
CAROLINA EAST MEDICAL CENTER,Acute Care Hospitals,2000 NEUSE BLVD,2526338640,5,HOSP_3053
MARIA PARHAM MEDICAL CENTER,Acute Care Hospitals,PO BOX 59,2524313708,2,HOSP_3054
MARTIN GENERAL HOSPITAL,Acute Care Hospitals,310 S MCCASKEY RD P O BOX 1128,2528096179,2,HOSP_3055
NEW HANOVER REGIONAL MEDICAL CENTER,Acute Care Hospitals,2131 S 17TH ST BOX 9000,9103437000,3,HOSP_3056
CARTERET GENERAL HOSPITAL,Acute Care Hospitals,3500 ARENDELL ST,2528086000,3,HOSP_3057
CATAWBA VALLEY MEDICAL CENTER,Acute Care Hospitals,810 FAIRGROVE CHURCH RD,8283263809,3,HOSP_3058
DAVIS REGIONAL MEDICAL CENTER,Acute Care Hospitals,218 OLD MOCKSBVILLE RD PO BOX 1823,7048730281,3,HOSP_3059
CAROLINAS HEALTHCARE SYSTEM LINCOLN,Acute Care Hospitals,433 MCALISTER RD,9802122000,4,HOSP_3060
NASH GENERAL HOSPITAL,Acute Care Hospitals,2460 CURTIS ELLIS DRIVE,2524438000,2,HOSP_3061
NOVANT HEALTH MEDICAL PARK HOSPITAL,Acute Care Hospitals,1950 S HAWTHORNE RD,3367180600,Not Available,HOSP_3062
HALIFAX REGIONAL MEDICAL CENTER INC,Acute Care Hospitals,250 SMITH CHURCH RD,2525358005,3,HOSP_3063
DUKE REGIONAL HOSPITAL,Acute Care Hospitals,3643 N ROXBORO ROAD,9196201078,3,HOSP_3064
CHEROKEE INDIAN HOSPITAL AUTHORITY,Acute Care Hospitals,CALLER BOX C268,7044979163,Not Available,HOSP_3065
NOVANT HEALTH BRUNSWICK MEDICAL CENTER,Acute Care Hospitals,1 MEDICAL CENTER DR  PO BOX 139,9107558121,3,HOSP_3066
PERSON MEMORIAL HOSPITAL,Acute Care Hospitals,615 RIDGE RD,3365992121,3,HOSP_3067
CAROLINAS MED CTR-UNIVERSITY,Acute Care Hospitals,8800 NORTH TYRON STREET,7045486000,3,HOSP_3068
WILMINGTON TREATMENT CENTER,Acute Care Hospitals,2520 TROY DRIVE,9197622727,Not Available,HOSP_3069
NOVANT HEALTH MATTHEWS MEDICAL CENTER,Acute Care Hospitals,1500 MATTHEWS TWNSHP PRKWY BOX 3310,7043846500,4,HOSP_3070
